dwr,dissim,leven
-0.22214,0.0094594,-0.53606
-0.25015,0.43365,0.1634
-0.021483,0.0042932,-0.15942
-0.13063,0.64205,1.1113
-0.062157,-0.11187,-0.6784
-0.0041847,-0.29832,-0.69524
0.6103,-3.8743,-1.1057
0.051989,-0.047569,-0.43081
-0.22471,0.43517,0.81562
0.036449,0.043182,-0.17426
-0.17843,0.61421,1.6025
0.0050413,0.27221,0.18123
0.26956,-0.66536,-1.0583
-0.18162,0.19922,-0.12347
-0.10845,-0.59891,-1.0251
0.31174,0.17665,-0.090444
-0.066324,0.15418,-0.37903
-0.1993,0.081893,1.0515
-0.022394,-0.061461,-0.649
-0.010706,0.37348,0.58383
-0.093339,0.0023666,-0.4579
-0.039795,-0.16349,-0.66506
-0.06917,-0.44993,-0.90957
-0.078333,0.31137,0.31812
0.21674,0.23634,-0.096717
-0.23354,-0.012733,-0.29878
-0.22663,0.32196,0.55244
-0.16126,0.29703,-0.02756
0.37263,-0.55878,-0.82901
0.016237,0.096363,-0.37284
0.33826,-1.479,-0.79212
-0.034951,0.099209,0.39445
-0.019134,0.20203,0.15837
-0.17883,0.13745,0.36614
-0.05285,0.050014,-0.52902
0.86464,-0.9158,-1.1176
-0.16571,0.70528,1.4967
0.30095,-0.52031,-0.70489
0.10444,0.31704,0.18506
0.061679,-0.57939,-0.91076
-0.13955,0.64006,1.8055
-0.15908,0.26109,-0.19534
-0.27296,0.30661,-0.32242
-0.10098,0.32388,0.2049
-0.03686,-0.32566,-0.55702
-0.029296,0.010912,-0.60448
-0.16976,0.48095,1.9644
-0.092474,0.6824,2.406
-0.025985,-0.80061,-1.1154
-0.1144,-0.55226,-0.97989
-0.19878,-0.04383,-0.47929
-0.068765,0.36341,0.11922
-0.1253,0.51158,0.87898
0.20447,-0.21609,-0.67089
-0.22309,-0.12925,-0.44075
0.013878,0.45181,0.85827
0.083761,-0.59206,-0.76962
-0.17644,-0.25863,-0.80302
-0.13322,0.66694,2.0201
-0.013519,0.38805,0.42988
-0.17938,0.74391,1.4155
0.062449,-0.24043,-0.68859
-0.030011,-0.072319,-0.64601
-0.16768,0.32834,0.80665
-0.11165,0.29389,-0.20262
0.11725,-0.04158,-0.48007
-0.12962,0.20816,-0.025914
-0.20336,0.34159,-0.14441
0.11207,-0.20341,-0.67525
-0.0056862,-0.4551,-0.93187
-0.11508,0.23358,0.083615
-0.12263,-0.55263,-0.69379
-0.15254,0.55823,0.94197
0.19505,-0.53018,-0.9384
0.073985,-0.024902,-0.43764
-0.089965,-0.035186,-0.56666
0.047874,0.064576,-0.39233
-0.27918,0.25583,-0.01496
0.24616,-0.38406,-0.92463
-0.16455,0.065974,-0.64407
-0.18629,-0.71541,0.44735
-0.066571,0.067485,-0.35959
-0.20323,0.10611,-0.28668
-0.040608,0.49938,0.85275
0.34605,0.057668,-0.43683
-0.10353,0.32617,1.3557
-0.046077,0.616,1.1361
0.113,-0.42496,-0.90472
-0.064744,-0.43404,-0.81199
-0.16413,-0.14812,-0.64974
-0.0581,0.066961,-0.34676
0.035759,-0.41102,-0.89488
-0.247,0.14505,0.64725
0.27749,-0.17059,-0.66671
-0.1534,-0.11409,-0.44783
0.33956,-0.7024,-1.0541
-0.22403,0.62248,1.1759
-0.075222,0.69561,3.119
0.058605,-0.10117,-0.61677
0.09866,-0.56316,-1.0038
0.036287,-0.43607,-0.74055
-0.20202,0.40342,0.69777
-0.22648,0.062007,-0.050619
-0.05774,0.066685,-0.28675
0.2447,-0.20364,-0.59944
0.069064,0.059144,-0.27874
0.019148,0.30372,0.86534
-0.071259,-0.48757,-0.81295
-0.1876,0.54854,1.0614
-0.097314,0.22557,-0.17218
0.22565,0.27842,-0.069725
0.066371,0.058021,-0.21026
-0.045531,-0.3626,-0.7286
-0.25367,-3.8144,-0.94833
-0.039844,-0.67858,-1.0292
0.012995,0.35301,0.10834
-0.098738,0.2338,0.10616
-0.017903,0.083257,-0.36098
0.024001,0.23629,0.11419
0.15131,0.38142,0.24868
0.10952,0.48032,0.36746
-0.043952,0.091741,-0.099226
-0.050063,0.22948,0.045125
-0.10358,-0.29782,-0.52509
0.52007,-0.90224,-1.0453
0.013961,-0.39989,-0.81031
-0.16101,0.45537,0.57446
-0.041274,0.032387,-0.28776
0.079696,0.54552,0.63591
0.039692,-0.17395,-0.76746
-0.045861,0.21373,-0.10058
0.25412,-0.059564,-0.18925
-0.025083,0.034796,-0.34087
-0.14204,0.15129,-0.41084
-0.13603,-0.5051,-0.8546
-0.099861,0.17089,0.078176
-0.01146,0.28069,0.052246
-0.053241,-0.33571,-0.86392
0.13717,-0.20417,-0.11108
0.05722,-0.26986,-0.79406
0.017196,-0.078128,-0.41425
0.14412,0.023731,-0.21854
-0.17134,0.27042,-0.067372
-0.066668,0.16587,-0.46465
-0.13462,-0.12935,-0.59981
-0.21032,0.60578,0.9112
-0.11074,-0.092038,-0.6737
-0.071779,0.53639,0.67448
-0.25061,0.56332,1.7195
-0.17269,-0.075224,-0.59896
0.054544,-0.55623,-0.89248
0.060971,-0.65613,-1.0448
-0.17601,0.48167,0.11996
-0.19662,-0.11237,-0.12811
0.51142,-1.2951,-0.93197
-0.073459,0.16867,-0.26821
0.062064,-0.57814,-0.99829
0.0069246,-0.1122,-0.75397
-0.082633,-0.25996,-0.49994
-0.012598,-0.10626,-0.65296
-0.13464,0.24457,0.1202
-0.25636,0.58973,1.1898
-0.018114,-0.20298,-0.8161
-0.20664,0.096759,-0.46948
-0.036506,0.10924,-0.057279
0.20449,0.35142,0.34375
-0.2004,0.46141,0.49695
-0.0087553,-0.22807,-0.57094
-0.11453,0.21782,-0.38628
-0.19133,0.72602,1.3169
0.033917,0.069579,0.027685
0.1341,-0.18214,-0.81018
-0.24015,0.17304,-0.052692
0.037695,0.39261,0.053989
-0.098066,0.28249,0.14393
-0.26073,0.79143,3.8863
0.13604,0.050935,-0.1702
0.057156,0.062287,-0.54233
-0.17675,0.5292,0.47464
0.005032,0.62648,0.75353
-0.15334,0.31301,0.19645
-0.15158,0.58811,0.75525
0.063053,0.090851,-0.21354
0.2105,-0.17501,-0.76936
-0.23496,0.79171,3.2044
0.11457,-0.011066,0.53963
-0.33062,0.49409,0.94383
-0.14293,0.079917,0.010293
-0.16992,0.42347,0.53293
0.071147,0.30609,0.29813
0.27412,0.039517,-0.11832
-0.16518,0.22138,-0.034198
-0.045501,-0.56677,-0.76812
-0.09679,0.70782,3.0946
-0.1818,0.38466,0.078503
0.13657,0.12185,-0.33916
0.019934,-0.49645,-0.59705
-0.23205,0.27857,0.05336
-0.16562,0.43432,0.32158
0.16142,0.59031,1.929
-0.072874,0.6448,1.4489
-0.12391,0.46621,0.2354
-0.12362,0.12401,-0.36813
-0.020964,0.091696,-0.50269
-0.10019,-0.13395,-0.71815
0.12052,-0.31575,-0.80865
-0.097436,0.12871,-0.3803
-0.18745,0.69661,1.8529
-0.0068267,0.067404,-0.080432
0.057598,0.044723,-0.30688
0.14546,0.028003,-0.25934
-0.16682,0.47145,0.99289
-0.26774,0.8954,3.9991
0.029364,-0.066129,-0.68538
-0.21875,0.49754,0.11946
-0.27468,-0.5879,-1.0543
-0.17783,0.21159,-0.275
-0.09452,0.054678,-0.28142
-0.23138,0.42997,1.1739
-0.11456,0.46489,1.1806
-0.077552,0.14784,-0.27294
0.36535,0.025716,-0.54397
-0.12633,0.60183,1.1051
-0.27233,0.90697,4.126
-0.10437,0.41673,0.22349
-0.00067582,0.28023,0.037717
0.036788,0.15399,-0.30237
-0.079553,-0.46221,-0.76113
-0.1679,-0.058736,-0.62214
-0.049102,0.39319,0.28425
-0.046662,-0.27806,-0.78427
-0.1287,0.11451,-0.41793
0.1119,0.078265,0.026333
-0.18924,0.75205,2.7414
-0.112,0.039775,-0.50492
-0.04105,0.52076,0.97203
0.025844,-0.33033,-0.69639
0.17587,-0.1647,-0.59281
-0.043322,-2.0672,-0.64288
-0.2357,0.43035,0.59166
0.095778,-0.42182,-0.83173
-0.0023456,-0.40292,-0.91018
-0.18722,0.88,3.0833
-0.09215,-0.33121,-0.5138
-0.15546,0.49853,0.66344
0.25974,-0.52215,-0.83495
-0.011164,-0.36514,-0.7943
-0.18167,0.52638,1.0538
-0.087877,0.17581,0.063484
0.19733,-1.3439,0.80693
0.088928,-0.23623,-0.50544
0.0013772,0.11018,-0.056804
0.0081249,-0.8471,-1.0483
0.024531,0.37091,-0.015118
-0.048451,0.6533,1.3351
0.054412,-0.060503,0.0052502
-0.24399,0.16471,-0.19378
-0.08518,0.47393,0.46245
0.15874,-0.24547,-0.71972
-0.083571,0.56117,0.93726
-0.13259,-0.086238,-0.22371
0.31594,-0.0087659,0.13246
0.19303,0.091536,-0.42969
-0.078898,0.42124,0.16299
0.067319,0.26558,0.21425
-0.19696,0.46894,0.87038
-0.033743,0.55583,1.3929
-0.19667,0.11639,0.07941
0.20854,-0.98043,-1.0603
-0.25357,-1.0333,-0.79435
-0.10996,0.56072,1.7531
-0.21751,0.7967,2.4621
0.23909,-0.53335,-0.87245
-0.35648,-0.46377,-0.58618
0.049406,-0.5703,-0.95874
-0.055946,0.54109,1.2713
-0.057342,0.30064,0.29601
-0.10937,0.23528,-0.35881
-0.041544,-0.11257,-0.64453
-0.044758,0.59129,1.1743
-0.18182,0.30941,0.084067
-0.0956,-0.64239,-0.99495
-0.22221,0.091673,-0.21174
-0.047523,0.036948,-0.55586
-0.075285,0.15313,-0.099931
-0.19817,0.85615,2.4878
0.20873,0.074375,-0.29612
0.24373,-0.75677,-0.9576
-0.22526,0.56518,1.1055
-0.12441,0.16459,0.034751
-0.12966,0.2287,-0.11063
-0.11186,0.4585,0.34308
-0.057527,0.25868,0.17173
-0.20569,0.62165,2.1772
-0.051425,-0.15183,-0.6747
0.27227,-0.11056,-0.65979
0.22432,0.17016,-0.34819
0.29082,-0.025703,-0.58972
-0.14093,0.17255,-0.14377
-0.26197,0.77612,3.789
-0.055009,0.042953,-0.25574
-0.047923,0.18349,-0.17193
-0.0079283,0.053503,-0.65695
0.0076184,-0.54468,-0.81353
-0.084855,0.047691,-0.35334
-0.11465,-0.065665,-0.43357
-0.043313,-1.3877,-0.56174
0.14023,-0.23049,-0.4993
0.030089,0.0206,-0.32833
0.058526,-0.73092,-1.0785
-0.1382,0.38384,0.33625
-0.0094168,0.16862,1.7619
-0.17061,-0.14428,-0.54598
-0.17489,0.31112,0.21688
0.051157,0.20752,0.28579
0.12563,-0.42434,-0.73434
0.21956,-0.52715,-0.96033
0.094402,-0.97798,-1.0714
-0.13773,0.20394,0.39818
-0.083799,0.34439,-0.22355
-0.055613,0.14904,-0.016361
-0.098629,-0.27733,-0.60741
-0.12373,0.37278,1.2778
0.095586,0.021356,-0.27731
-0.12734,0.62864,1.0807
0.27744,-0.15019,-0.73834
-0.28084,-1.0251,-1.1087
-0.21299,0.14182,0.01412
0.015999,-0.12812,-0.60042
-0.23,0.44921,0.088118
-0.14521,-0.053678,-0.19469
-0.16545,0.030218,-0.4881
-0.04473,-0.43264,-0.73689
-0.018769,0.19239,-0.039566
0.2843,-0.87386,-1.0392
-0.028279,0.10521,-0.329
-0.19608,0.56643,1.2091
-0.036483,-0.086552,-0.40469
0.044523,-0.018226,-0.35184
-0.1525,0.33643,0.48105
0.0038811,0.10096,-0.1097
0.091539,-0.22475,-0.40168
0.029878,0.19791,-0.060874
0.070144,0.013372,-0.39314
0.19969,-0.38367,-0.74457
0.36782,-0.32057,-0.9326
0.16342,-0.51419,-0.96188
0.069505,0.050649,-0.15451
0.13871,-0.39543,-0.73869
-0.0053501,0.0031522,-0.3495
0.074026,-0.24148,-0.78696
-0.23915,0.75301,3.0191
0.053984,0.49186,0.32324
0.0097015,0.74031,2.3362
-0.057695,-0.022897,-0.23325
-0.14604,-0.28743,-0.72323
-0.084594,0.32486,0.44339
-0.083755,0.066553,-0.40458
0.17833,-0.39167,-0.93602
0.13329,0.21184,-0.099494
-0.070168,-0.16661,-0.72573
0.055148,0.056443,-0.43102
-0.29582,0.76643,2.1765
-0.25754,0.57957,1.6512
-0.10445,-0.020897,-0.62543
0.23348,-0.21208,-0.82411
0.014326,0.25279,-0.46775
-0.10573,0.22042,0.12984
-0.27997,0.70365,2.5503
-0.23049,0.19068,-0.25171
0.060405,-0.016298,-0.5068
-0.1035,0.52374,0.59122
-0.12806,0.31453,0.53782
0.16824,-0.11223,-0.66229
-0.15567,0.2319,0.15973
0.25241,-0.45263,-0.9799
0.18459,-0.19605,-0.66497
-0.21037,0.49136,0.18058
1.011,-0.85272,-1.114
0.021022,-0.036044,-0.18032
0.15634,-0.26716,-0.7721
-0.082404,0.35318,0.41714
-0.17285,0.10126,-0.5056
-0.21227,-0.32749,-0.54228
-0.15848,0.10223,-0.24294
0.053734,-0.51098,-0.90661
-0.10238,0.85674,4.8551
-0.1598,0.40812,0.49378
-0.16703,0.34479,-0.066819
-0.02414,0.62327,0.57665
-0.016678,-0.4235,-0.64763
-0.22744,0.085842,-0.41162
-0.16818,0.44009,0.28583
-0.0046853,-0.23144,-0.66392
-0.19294,0.084563,-0.078492
-0.17775,0.13113,-0.17802
0.067487,-0.37386,-0.88487
-0.14677,0.09265,-0.18435
0.064107,0.26455,-0.16141
-0.14079,-0.47037,-0.81406
-0.14148,0.40754,0.6155
-0.11893,0.39547,0.19305
-0.079315,0.2422,0.10945
-0.098606,-0.13498,-0.66342
-0.15755,0.40778,0.25924
0.14821,-0.5229,-0.87475
-0.026757,0.82244,2.8038
-0.006237,0.29784,0.033306
-0.16883,-0.32476,-0.62536
-0.17074,-0.085679,-0.61048
-0.17605,0.18298,-0.15706
-0.017156,-0.31615,-0.6947
0.026249,-0.39072,-0.8661
-0.099495,-0.29692,-0.78436
0.060805,0.26128,0.06143
0.2164,-0.44311,-0.81599
0.30356,-0.62777,-1.0146
-0.024191,-0.56697,-0.79465
0.18177,-0.41043,-0.79489
-0.19942,0.14581,0.28277
-0.06995,0.059819,-0.35146
-0.15025,0.47212,0.26238
0.070951,0.024034,-0.58272
0.044016,0.28147,-0.11466
-0.21932,0.4662,0.49963
-0.058412,0.10254,0.13106
0.18833,-0.022595,-0.62207
0.063099,0.25153,-0.18876
-0.22709,0.55239,0.67675
-0.16502,-0.021339,0.11014
0.030031,0.25504,0.092989
0.22172,-0.30683,-0.87559
-0.10764,0.095752,-0.45238
-0.13749,0.47052,1.1003
-0.13916,-0.0433,-0.58603
-0.010891,0.051456,-0.50433
0.099089,-0.20852,-0.73322
-0.066572,-1.0191,-1.0769
-0.14838,0.65144,1.4188
0.11785,-0.083638,-0.60059
-0.16494,0.5106,0.74469
0.024561,0.15233,-0.27108
-0.18605,0.38902,0.61858
0.1269,-0.68017,-1.0482
-0.12638,0.40089,0.30938
-0.0343,-0.60672,-0.70318
-0.037839,0.037188,-0.30081
0.43561,-0.43455,-0.85691
0.30556,-0.66005,-0.86933
0.59506,-0.9999,-1.1103
-0.09872,0.11602,-0.23729
-0.11824,0.33615,0.18346
0.32787,-0.57194,-0.98071
0.36464,-0.73888,-1.0633
-0.020297,0.4665,0.44397
0.012881,-0.62739,-0.56918
-0.13216,0.14954,-0.32623
-0.23996,-0.24119,-0.28653
-0.14195,0.090228,-0.10193
-0.081814,0.37147,0.16334
-0.0036696,-1.0241,0.83722
-0.19581,0.090864,-0.38498
-0.026528,-0.0022794,-0.49363
-0.17762,0.049023,0.29214
-0.030693,-0.012196,0.34943
-0.18753,0.59767,0.52203
0.049395,-0.47606,-0.93783
-0.18534,0.56841,1.1082
0.21835,-0.48725,-0.88383
-0.17011,0.64859,1.7763
-0.16537,0.17191,-0.1138
0.031564,0.1989,-0.27849
-0.13448,-0.19052,-0.61809
0.25198,0.10882,-0.27163
-0.157,0.065516,-0.37579
-0.1177,-0.13569,-0.19323
-0.089347,0.65686,1.1197
-0.017202,-0.27799,-0.5823
-0.11772,-0.0071771,-0.61415
-0.012382,0.047994,-0.29675
-0.175,0.13881,-0.28337
-0.031616,0.14978,-0.34117
0.076417,0.0062746,-0.1563
0.039031,0.63198,1.1398
0.078653,-0.50643,-0.99123
-0.19664,0.66116,1.0604
0.20177,-0.31368,-0.52354
0.05669,-0.18644,-0.80176
-0.18922,0.65876,1.4881
-0.29749,0.60829,0.88679
-0.16447,-0.40866,-0.97404
0.46426,-0.6207,-0.84312
-0.0052758,0.28785,-0.18669
-0.066294,0.094041,-0.55859
-0.23087,0.080483,-0.043781
-0.10655,-0.067352,-0.45227
-0.08845,-0.34399,-0.68179
0.0039747,0.0016272,-0.14168
0.27918,-0.038704,-0.29623
0.36533,-0.35452,-0.67422
0.063045,-0.11925,-0.27488
-0.15062,0.65939,1.0628
-0.15345,-0.23407,-0.66426
-0.089231,-0.017016,-0.51806
0.15719,0.035615,0.41187
-0.069446,0.59191,2.0085
-0.067122,0.35377,0.0077871
-0.28322,0.824,2.926
-0.17058,-0.09969,-0.49561
-0.19103,-0.33406,-0.76077
-0.25527,0.1743,-0.42196
-0.051744,0.61313,0.93404
0.063593,-0.65244,2.0483
0.42943,-0.72312,-1.0601
-0.14875,0.21779,-0.23505
-0.2382,0.61153,0.84042
-0.19614,0.24915,-0.10595
-0.056426,0.65527,1.918
-0.14735,0.45047,0.59627
-0.1534,0.43277,0.13936
0.01282,-0.10749,-0.57811
-0.077325,-0.10816,-0.59771
-0.10854,-0.06649,-0.40646
0.032983,-0.14037,-0.55899
-0.19211,-0.1145,-0.24895
0.014007,-0.38827,-0.90159
0.008822,0.061183,-0.17233
0.036791,0.47657,0.57482
0.05971,-0.11019,-0.53763
0.029412,-0.32315,-0.87863
-0.084282,0.27336,0.31609
-0.00089605,-0.0010548,-0.58401
0.46951,-0.92635,-1.0464
0.21877,-0.38041,-0.89244
-0.015399,-0.45894,-0.78738
-0.15694,0.35754,0.30541
-0.023529,0.4697,1.6098
-0.3412,0.66701,0.61587
-0.045841,0.18486,-0.037183
0.07335,-2.0085,-0.22847
-0.078726,0.60495,1.0023
-0.14372,0.36547,0.31614
-0.051339,0.049925,-0.27193
30.336,-21.634,-1.3783
-0.049234,-0.46822,-0.90767
-0.016053,-0.040647,-0.62851
0.43829,-1.5619,-0.62835
-0.039724,-0.00797,-0.65114
-0.0094814,-0.2165,-0.76118
-0.042043,0.20814,-0.28672
0.19546,0.47411,1.0176
-0.029333,-0.066161,-0.43231
0.17854,-0.37527,-0.79705
-0.10855,0.62323,1.0205
-0.012172,-0.12573,-0.65544
0.80925,-0.41411,-0.56708
-0.16032,0.40462,0.19712
-0.10993,0.35563,-0.014252
-0.26355,0.48968,0.73785
-0.16042,0.19778,0.12884
-0.19463,0.2211,0.30024
-0.032023,0.16924,-0.26524
-0.23215,0.47784,1.2912
-0.10679,0.32289,0.80684
0.43666,-2.3022,-0.7121
-0.054598,0.80571,3.4726
-0.17465,0.48963,1.2354
0.28466,-0.43677,-0.93171
-0.10435,0.052824,-0.68513
0.0033563,-0.32925,-0.83835
0.23199,-0.55009,-0.9324
0.33165,0.46688,0.36177
0.31136,-0.6371,-0.96414
-0.18552,-2.5798,0.34114
-0.10248,0.64128,1.5808
0.034913,-0.15924,-0.69317
-0.10146,-0.18015,-0.79538
-0.0044517,0.24593,0.44354
-0.23064,-0.26917,-0.74488
0.22553,-0.051406,-0.5653
0.21829,-0.2352,-0.65274
-0.15024,0.25376,-0.12447
0.14064,0.041262,-0.34421
-0.18277,0.31292,0.65956
0.063929,0.36259,0.018683
-0.10111,0.024225,-0.59816
0.036535,-0.63707,-1.0663
-0.14695,0.69366,1.1282
0.019531,0.43486,0.66793
0.22303,-0.062461,-0.63916
-0.12194,0.20496,0.16988
-0.0064368,0.29169,0.024173
-0.10627,-0.093895,-0.15033
-0.035727,0.15621,-0.31593
-0.058685,-0.18674,-0.55014
-0.084321,0.45881,0.86513
0.11625,-0.11381,-0.55741
0.093772,-0.41523,-0.78293
-0.18494,0.37941,0.77662
0.018815,-0.20857,-0.67858
-0.11045,0.32107,0.10749
-0.13982,0.13603,-0.41699
0.030762,0.063324,-0.4348
0.019267,0.11821,-0.27596
-0.0058377,-0.45548,-0.91037
-0.10064,0.86352,4.0438
-0.083041,-0.43139,-0.92766
0.41728,-1.2688,-1.1778
-0.13242,0.59534,1.4628
0.17333,-0.033452,-0.65319
0.1163,-0.18947,-0.25717
-0.019758,0.24195,0.043515
-0.06973,0.29975,-0.049285
-0.034611,-0.026674,-0.39212
-0.21697,0.12962,-0.38005
0.099167,-0.58639,-0.87119
-0.094426,0.16182,-0.39668
-0.18852,0.64953,1.221
-0.19533,0.65191,1.2918
-0.20567,-0.19298,0.056174
0.15362,-0.6175,-1.1179
-0.093573,0.89065,3.9114
-0.12409,0.40275,0.4041
0.17301,-0.58641,-0.78846
-0.2073,0.62829,1.8205
-0.0092177,-0.084156,-0.70595
-0.26487,0.87813,3.4415
-0.052867,0.023646,-0.48372
-0.025105,-0.35646,-0.67164
-0.025587,0.30928,-0.081453
0.16239,-0.64777,-0.96987
-0.10827,0.49674,1.7344
-0.0066611,-0.28287,-0.85605
0.14821,-0.22456,-0.79724
0.21804,-0.046047,-0.48299
0.11254,-0.019234,-0.52443
0.14995,-0.34141,-0.79121
0.02947,-0.33631,-0.73542
-0.18013,0.42059,0.37348
0.28086,-0.079715,-0.6843
-0.24577,0.34036,0.4522
-0.15407,0.34856,0.76664
-0.088818,0.49816,0.10608
-0.13561,0.39964,-0.025056
0.11104,-0.67211,-0.79604
-0.13702,0.13484,-0.23696
-0.20942,0.7714,3.1817
0.65276,-0.2176,-0.744
-0.22569,0.79842,3.7891
-0.081931,0.046426,-0.26937
0.020042,-0.29689,-0.87083
0.14651,-0.37829,-0.90742
-0.17761,0.36557,0.40929
-0.039196,-0.34583,-0.87606
0.10953,-0.31754,-0.78119
-0.18001,0.75644,1.5395
-0.086861,-0.87685,-0.83103
0.24441,0.32764,0.73799
-0.18913,-0.29268,-0.75147
-0.084469,0.018211,-0.58016
-0.29643,0.39616,0.36858
0.62485,-0.72391,-0.94879
-0.03288,-0.15034,-0.7285
0.03137,0.0014372,-0.45368
-0.090659,0.30033,0.34675
-0.036463,0.18923,0.0010242
-0.14181,0.8502,2.9794
-0.15135,0.184,0.19479
0.34033,-0.42706,-0.96651
-0.044514,0.19131,0.26317
0.019646,-0.58528,-0.92134
-0.12952,0.063515,0.40298
-0.27687,0.21148,-0.20109
-0.092792,-0.24143,-0.61634
0.050384,0.18843,-0.26337
0.010414,0.38871,0.84408
0.016822,0.33908,0.6182
0.022954,-0.0037154,-0.30752
-0.30651,-0.21087,-0.65808
-0.092161,0.16176,-0.27979
-0.05707,-0.080497,-0.35737
0.036358,0.13698,-0.27589
-0.23442,0.26172,0.36673
0.2211,-0.20906,-0.66412
0.18502,-0.29716,-0.74862
0.13503,-0.17296,-0.57391
-0.074237,0.33215,0.5643
0.25181,-0.25624,-0.8175
0.050444,0.0033163,-0.5821
-0.081171,0.42165,0.2809
0.080177,-0.30591,-0.59157
0.076389,0.18865,0.063001
0.051048,0.02395,-0.53915
-0.060646,-0.05815,-0.54333
-0.085369,0.19045,-0.18199
-0.021497,-0.58293,-0.87717
-0.076861,0.51517,1.1484
0.078181,-0.47142,-0.83301
0.20165,-0.28905,-0.8811
-0.28304,0.73699,2.0139
-0.14765,0.152,-0.36612
-0.12787,0.32008,0.015365
-0.1676,-0.28339,-0.92279
-0.14951,0.17988,0.23374
0.059857,0.23789,-0.42852
-0.6528,-16.446,-0.89647
-0.083593,-0.35989,-0.79032
-0.074385,0.24746,-0.16431
-0.12952,0.35691,0.58026
-0.13751,0.49412,1.2715
-0.042615,0.0079325,-0.54879
-0.011716,0.16102,-0.23873
-0.07799,0.031572,-0.43894
-0.20877,0.34218,0.13603
0.23923,-0.54529,-0.91244
-0.048428,-0.03587,-0.42105
-0.12304,0.4988,0.51691
0.061205,0.010317,-0.33983
-0.18874,0.46009,0.77047
-0.054345,0.14249,0.11147
-0.14356,0.23733,0.32954
-0.025503,-0.21835,-0.70902
-0.13152,0.53408,0.26889
-0.094799,0.079306,-0.2121
0.038791,0.22911,0.052578
0.11889,-0.63769,-1.1068
-0.072567,-0.30384,-0.50781
-0.104,0.54606,0.95538
-0.10802,-0.045929,-0.46718
-0.11228,-0.057854,-0.13571
0.24045,0.28283,-0.29086
-0.008095,0.08141,-0.34078
-0.10843,0.36199,0.049798
0.065857,0.20697,-0.1233
-0.0019051,-0.44601,-0.94913
-0.14002,0.28147,0.018996
-0.10857,0.39095,0.32932
-0.14664,0.10336,-0.19418
-0.099176,0.15972,-0.1768
-0.24854,0.35997,0.27757
-0.072061,0.083962,-0.39157
-0.157,0.21385,-0.085701
-0.14689,0.33242,0.18051
-0.025494,0.25,-0.049132
-0.070603,0.10385,-0.1874
-0.097087,-0.04031,-0.42541
-0.28253,0.45889,0.68777
-0.094094,0.25503,-0.078914
0.3145,-0.57503,-0.97018
-0.076033,0.085905,-0.51982
-0.0089563,-0.2517,-0.81833
-0.12604,0.50247,0.59986
-0.023177,-0.23798,-0.49144
-0.18399,0.37249,0.13393
-0.15642,0.63158,1.1318
-0.097448,-0.44148,-0.74621
0.050291,0.61554,5.0982
-0.031564,-0.013286,-0.4266
-0.15753,0.43951,0.32909
0.0051858,0.3175,0.86944
-0.17419,0.38471,0.53088
0.025216,-0.64553,-1.0044
0.36177,-0.69001,-0.98421
-0.2697,0.63993,0.85853
-0.033929,0.032214,-0.32553
-0.075101,0.14245,-0.20218
