dwr,dissim,leven
-0.22049,0.67271,1.065
-0.1316,0.18456,-0.29195
0.090998,-0.78211,-0.044059
-0.088674,0.16139,0.14704
-0.18606,-0.97396,1.9779
0.29155,-0.57553,-1.0263
-0.10633,0.16684,0.29636
-0.025253,-0.52493,-0.84086
-0.18449,0.26017,-0.068261
0.18282,-0.42048,-0.68251
-0.083314,-0.11499,-0.68069
-0.16007,0.46925,1.1489
-0.11525,0.063566,-0.49514
-0.21698,0.27758,0.18316
-0.12248,-0.032344,-0.23617
0.044053,-0.47007,-0.94772
0.2043,-0.35698,-0.81636
-0.090557,0.099202,0.016769
0.59153,-0.35882,-0.9487
0.090793,-0.11531,-0.71496
0.015687,-0.11177,-0.58799
-0.14151,0.37568,0.36425
-0.25785,-0.43046,-0.8935
-0.20133,0.47513,1.4122
-0.2449,0.26499,0.66908
0.0097145,-0.267,-0.61582
0.099391,0.52625,0.58162
-0.21301,0.60562,1.0136
0.0911,-0.13474,-0.58705
-0.1645,-0.0069101,-0.073826
0.040599,0.27303,0.24911
-0.12965,-0.22121,-0.74123
0.027606,0.25679,-0.053967
-0.028223,0.43988,0.044748
-0.19224,0.13771,-0.46011
-0.084154,0.38971,0.34109
0.18256,0.27015,0.085988
-0.10668,-0.2835,-0.63072
-0.015756,-0.19134,-0.53714
0.21295,-0.4097,-0.90633
-0.057901,0.44921,0.53336
-0.22048,0.70356,1.8535
-0.14439,0.12337,-0.024363
-0.2007,0.11996,-0.19889
-0.012032,-0.042662,-0.35215
0.014999,-0.38939,-0.74979
-0.19433,0.28814,-0.098706
-0.13765,0.61593,1.1225
-0.13557,-0.13736,-0.63896
0.10505,0.046275,-0.45729
-0.17911,0.91842,7.2644
0.061252,-0.066394,-0.69969
-0.072218,0.062777,-0.37973
0.48745,-0.11467,-0.56655
0.016105,-0.43746,-0.70057
-0.022625,0.016677,0.37104
-0.00049347,-0.22308,-0.61559
-0.096017,0.60066,1.2978
-0.10199,0.25752,-0.25908
-0.096012,-0.20598,-0.75465
0.088047,0.10674,-0.31507
-0.21263,-0.52461,-0.8006
-0.17997,0.21185,-0.047349
-0.17219,-0.10987,-0.51623
-0.14249,0.21259,-0.013363
-0.19456,0.54513,1.0227
-0.20831,0.027393,-0.61571
-0.19159,0.62363,2.3448
-0.13799,-0.10955,-0.6582
0.089047,0.28744,-0.026152
0.068457,-0.46681,-0.87982
0.13184,-0.40902,-0.63811
0.40403,-0.68276,-0.92455
-0.076325,0.22284,-0.16053
-0.18859,-0.48771,-0.9316
-0.11635,0.22207,0.06166
-0.021591,0.050024,-0.22356
-0.076776,0.20164,-0.12233
0.26056,-0.20111,-0.70737
-0.1857,0.27687,0.097159
0.078838,-0.21989,-0.72104
-0.054874,0.11079,-0.27497
0.582,-0.82003,-1.0748
0.018923,-0.14015,-0.36286
-0.12668,-0.30648,-0.89975
0.095664,0.30629,0.093755
0.28243,0.41469,0.59788
-0.097923,-0.35773,-0.89623
-0.10483,-0.048592,-0.43402
-0.12921,0.40792,0.15116
0.13646,-0.77053,-1.0145
0.015175,-0.12001,-0.3788
1.001,-0.51031,-0.82634
-0.069276,0.22397,0.060269
-0.23146,0.21462,-0.13861
-0.25654,0.22751,0.38477
0.048665,0.029389,-0.53824
-0.192,0.59665,1.7387
-0.038191,-0.11286,-0.6996
0.035366,0.089745,0.50269
0.2095,0.14012,-0.29463
-0.094913,0.2882,0.39608
-0.15621,0.45633,0.76845
-0.01422,0.4427,0.43534
-0.10489,0.61692,2.0744
-0.20014,0.52954,1.4278
-0.2677,0.85765,2.9271
-0.26233,0.63559,2.1718
-0.15806,0.74924,2.6882
-0.14807,0.4631,1.1747
-0.22549,0.80557,3.1933
-0.1714,0.48919,2.1311
-0.16576,0.81546,2.6172
-0.087444,0.72703,2.6356
-0.23219,0.91288,4.0253
-0.2178,1.0409,8.3428
