dwr,dissim,leven
-0.077674,0.066927,-0.52939
-0.060364,-0.085093,-0.71518
-0.19973,0.17585,-0.37349
-0.068109,-0.085092,-0.71074
-0.14432,0.18045,-0.11304
-0.12641,0.26005,0.57397
-0.1845,0.20462,-0.28167
-0.11042,-0.075473,-0.72266
0.046448,-0.068141,-0.73972
-0.17636,0.12225,-0.89402
-0.19048,0.29014,0.51981
-0.13727,0.0079492,-0.61438
-0.21572,0.12337,-0.12585
-0.10927,-0.094767,-0.69798
-0.17764,0.38495,0.47637
-0.18654,0.27246,0.11649
-0.21544,0.16247,-0.36323
-0.14972,-0.0021458,-0.65601
-0.19123,0.44431,3.7824
-0.19603,0.27691,0.28951
0.017576,0.20274,1.1127
-0.11517,0.18953,-0.054655
0.16833,-0.29853,-0.61068
-0.13088,-0.050824,-0.57791
0.023987,-0.057523,-0.7465
-0.14689,0.36768,2.496
-0.20435,0.24966,-0.012596
-0.1302,0.34016,0.30908
-0.14122,0.38484,0.82906
-0.18624,0.40731,1.3006
-0.15831,0.37509,0.81759
-0.12422,0.23187,0.1695
-0.15241,0.14093,-0.22437
-0.021124,0.062621,-0.51401
-0.11453,0.15082,-0.15086
-0.090004,0.28917,0.27976
-0.083309,0.065625,-0.49808
-0.15966,0.21417,-0.15505
-0.015809,0.13047,-0.37558
-0.13241,0.3524,0.62532
-0.10043,0.27113,0.30766
-0.093931,0.13949,-0.40627
-0.072421,0.096698,-0.62168
-0.19408,0.15198,-0.41031
-0.12422,0.18351,-0.18817
-0.14363,0.11596,-0.32421
-0.22765,0.22446,0.096609
-0.017186,-0.11088,-0.80186
-0.11115,0.25504,0.15159
-0.21791,0.27833,0.27998
3.5914,0.037249,-1.1736
0.14052,0.029004,-0.55105
-0.056793,0.18985,-0.12604
-0.14613,0.49724,-0.50009
-0.23509,0.10765,-0.33305
-0.19329,0.35977,1.1277
-0.05243,0.11167,-0.41105
-0.06283,-0.29813,-0.86681
-0.22557,0.40905,0.78802
-0.16584,0.11155,-0.0073033
-0.14729,0.026927,-0.5348
0.024374,-2.7512,0.42401
-0.15775,0.022039,-0.62904
-0.13683,0.16956,-0.051201
-0.060938,0.13364,-0.32925
-0.0805,0.23975,0.034957
-0.13978,0.24181,-0.24881
-0.14145,0.063789,-0.41559
-0.1579,0.43849,0.36668
-0.108,0.30435,0.12837
0.024011,-0.055694,-0.66722
-0.060255,0.32155,0.48815
-0.097156,0.042736,-0.49096
-0.20781,0.28864,0.59812
0.064277,0.22131,0.27869
-0.18859,0.37049,0.71324
-0.11617,-0.0021388,-0.58556
-0.20907,0.30174,0.27285
-0.086171,0.098674,-0.46829
0.50043,-1.0233,-1.0326
-0.0647,0.16005,-0.11586
0.033795,0.076301,-0.15404
-0.17207,0.16362,-0.33617
-0.092698,0.053585,-0.48614
-0.2031,0.36161,4.6574
-0.17681,0.30448,0.43695
-0.15396,0.31436,0.89464
-0.14828,0.29327,0.30208
-0.13156,0.20717,-0.18839
-0.15929,0.15591,0.017673
-0.12309,0.14871,-0.53686
-0.26275,-4.0378,-0.81241
-0.17202,0.074423,-0.51173
-0.10019,0.06044,-0.42083
-0.022968,-0.12494,-0.70669
-0.16596,0.066408,-0.4754
-0.16426,0.2482,-0.13328
-0.19217,0.32429,0.70726
-0.1445,0.1784,0.25139
-0.20368,0.14923,-0.48202
-0.11876,0.11744,-0.40615
-0.1445,-0.030234,-0.729
-0.01714,-0.065936,-0.6973
-0.17499,0.40416,1.6012
-0.12695,0.2332,0.50897
-0.19215,0.22059,-0.39238
-0.095041,0.090015,-0.34532
-0.16794,0.22986,-0.13893
-0.055866,0.1032,-0.51805
-0.18211,0.26597,0.21738
-0.12457,0.032351,-0.55654
-0.25413,0.3479,1.5588
-0.139,0.32458,0.19094
-0.052253,0.043669,0.57018
-0.21527,0.479,3.7433
0.12105,-0.099671,-0.7589
-0.062643,-0.069344,-0.69523
-0.1389,0.28055,0.40954
-0.090715,0.19205,-0.21468
-0.050617,-0.056821,-0.72506
-0.14869,-0.012393,-0.40365
-0.12346,0.047644,-0.56283
-0.11373,0.32538,0.851
-0.048697,0.16981,-0.16586
-0.099894,0.15857,-0.29551
-0.071089,0.24603,0.16425
-0.12925,-0.063344,-0.601
-0.15366,0.26436,0.51553
-0.17324,0.045692,-0.37291
-0.1218,0.23266,-0.031828
-0.11991,0.038094,-0.55431
-0.053694,0.35827,0.67671
-0.14144,0.41704,0.89197
-0.057477,0.28067,0.58545
-0.022218,0.14147,-0.27323
0.090739,0.10539,-0.36004
0.12081,-0.11813,-0.66933
-0.12403,0.23315,-0.23038
-0.17364,-0.26756,-0.86941
-0.11851,0.17479,-0.2619
-0.18129,0.16344,0.42519
-0.17704,0.25061,0.015837
-0.088308,0.093033,-0.49175
-0.17467,0.046511,-0.45518
-0.18556,0.045624,-0.51719
-0.019591,-0.1168,-0.56969
-0.22448,0.36047,1.0485
0.051707,-0.10706,-0.77088
-0.095001,0.1754,-0.32475
-0.078295,0.02556,-0.62473
-0.091909,0.14084,-0.1014
-0.1758,0.35348,0.80297
-0.18994,-6.6625,-0.45125
-0.54201,0.092415,-0.93912
-0.19161,0.42745,1.4113
0.0023368,-0.97298,-0.83173
-0.13694,0.23239,-0.16698
-0.021053,0.02872,-0.62704
-0.10748,0.18241,-0.33532
-0.14223,0.25482,-0.1147
-0.16232,0.33375,0.81941
-0.20961,0.26625,0.20583
-0.22334,0.28601,0.49292
-0.045826,0.10393,-0.25867
-0.08581,-0.09502,-0.54872
-0.078641,-0.2014,-0.77449
-0.15623,0.046115,-0.573
-0.20889,0.16334,-0.22722
-0.15463,0.40947,1.538
-0.18359,0.14862,-0.31938
-0.17439,0.1025,-0.5711
-0.12084,0.18996,-0.18058
-0.15096,0.31002,1.4465
-0.21717,0.38893,1.2636
-0.16763,0.3994,2.2316
-0.17484,0.12705,-0.2106
-0.057306,0.30646,2.4893
-0.04176,0.3082,0.22275
0.1238,0.055781,0.40763
-0.21384,0.30585,1.4232
0.021094,-0.18525,-0.83774
-0.14842,0.39307,0.65184
-0.042583,0.27819,0.2477
-0.16319,0.3083,0.21904
-0.019811,-0.071629,-0.72436
-0.09082,-0.012972,-0.43742
0.0097904,0.098383,-0.54872
-0.10083,0.15722,-0.42407
-0.039239,0.02863,-0.51186
-0.18152,0.37228,1.5315
-0.13542,0.14641,-0.20225
-0.20499,0.14393,-0.37
-0.034736,0.17089,-0.33427
-0.18911,0.14871,-0.35256
0.025172,0.052336,0.078064
-0.19039,0.33834,0.38714
-0.13701,0.22702,0.064682
-0.16649,0.25245,0.026194
-0.13058,0.31227,0.501
-0.1096,0.31737,-0.019446
-0.16101,0.24039,0.28798
-0.15036,0.22468,0.26032
-0.1277,0.20527,0.57271
-0.1851,0.33679,1.5629
-0.20107,-5.496,-0.12786
3.4805,-6.1072,1.5799
-0.25237,-4.5233,-0.2468
-0.1186,0.482,1.9877
-0.19972,0.33873,0.69053
-0.21649,-0.77658,10.999
-0.17092,0.44754,3.1127
-0.22533,0.33717,4.14
-0.17489,0.38153,1.8264
-0.24702,0.52378,10.75
-0.21594,0.54094,4.1778
-0.16873,0.53736,6.4474
