wdr,dissim,leven
0.001055006,0.097789851,0.00433463
0.000748763,0.09671721,0.001623091
0.002210045,0.094798394,0.001075692
0.001422704,0.09519502,0.001036185
0.001122718,0.095651395,0.001055172
-0.000290894,0.096482106,0.000102351
0.00121508,0.09696098,0.002431171
0.001299492,0.096442908,0.001549379
0.001035508,0.096459362,0.001969586
0.001081777,0.096194225,0.001870078
0.002342461,0.096018844,0.001696041
0.001184026,0.096512408,0.002231922
0.000697933,0.095759587,0.001465531
0.000889693,0.095709513,0.002411977
0.002484691,0.093863811,0.000861487
0.001362655,0.096439729,0.001858365
0.001084117,0.094961992,0.001077917
0.001020499,0.094925738,0.001191325
0.000191533,0.097011218,0.003476753
0.001532771,0.09686861,0.003236508
0.002283904,0.094667321,0.000966353
0.001084141,0.096519564,0.00217706
0.000420089,0.097067936,0.002354529
0.001170283,0.096282224,0.001514239
0.000808379,0.096799004,0.002087405
0.001527679,0.095312338,0.00110064
0.001303244,0.093024402,0.000520225
0.000854782,0.096432211,0.00247636
0.001025453,0.097401098,0.004785915
0.001149054,0.095868134,0.001673001
0.000985458,0.097468888,0.003106701
0.000238331,0.098661949,0.008384595
0.001355822,0.097205954,0.003813144
0.001319572,0.095849012,0.001644403
0.00062407,0.097458919,0.002742362
0.000933447,0.096842519,0.003623451
0.000858143,0.095817104,0.001694262
0.001206173,0.095650252,0.001220929
0.001119851,0.095542264,0.001601698
0.000621215,0.097414194,0.003829242
0.000598532,0.096150985,0.003158349
0.00097047,0.095985602,0.001631195
0.000631932,0.096319213,0.001809425
0.000593795,0.096425261,0.001424268
0.001339239,0.095844781,0.001120281
0.001154096,0.096229652,0.001967163
0.000958842,0.096497844,0.002241014
0.000277499,0.094523078,0.00022885
0.00177368,0.095483598,0.001895498
0.001721299,0.095703876,0.00246293
0.000893406,0.097411028,0.003206443
0.001513083,0.095238933,0.001158879
0.001030835,0.09673882,0.002521417
0.001516825,0.094844186,0.001242997
0.000763447,0.097760194,0.003789175
0.001532254,0.096090418,0.002452848
0.001087907,0.097182526,0.002667908
0.001094849,0.095557466,0.001498933
0.001147068,0.097320331,0.002310923
0.00160756,0.096808289,0.002754081
0.002106607,0.094944402,0.00092475
0.002347053,0.094669103,0.001339204
0.001818208,0.095157545,0.001386189
0.000603908,0.096865872,0.002267056
0.001569968,0.095191089,0.001096113
0.001452053,0.093892164,0.000822603
0.001580182,0.0956001,0.001684542
0.001261897,0.096391603,0.001736087
0.00084624,0.098367699,0.009572049
0.001033036,0.095782827,0.001420833
0.001206942,0.095976878,0.001383469
0.00181532,0.095827208,0.001507446
0.002010231,0.096503167,0.001970418
0.000845376,0.097047054,0.002894977
0.001139674,0.095892869,0.001365059
0.000352156,0.096688032,0.002645049
0.001703521,0.094972118,0.000794232
0.000739335,0.097322556,0.004950144
0.002073408,0.094738299,0.000900918
0.000853426,0.096860705,0.003190231
